artist_id,artist_mbid,artist_name,artist_latitude,artist_longitude,artist_location,artist_familiarity,artist_hotttnesss,song_id,song_title,song_hotttnesss,song_release_year,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_id,album_name
ARZENOX1187B98A645,8a81edd9-6f62-4ac7-afee-17dc0fec5fe7,John Mayer,nan,nan,"Calcutta, India",0.8379479091893888,0.7403735157948228,SOKJITL12AB017E7FF,Who Did You Think I Was,0.7134923705302804,0,263.36608,0.0,7,0.508,-6.578,1,0.544,254.938,193.14,4,0.017,TRANTAD128F92FD042,Where The Light Is: John Mayer Live In Los Angeles
AR798FU1187B9B91CF,2da87294-e651-420b-8d25-2dbc3b29a285,Craig Wedren,nan,nan,,0.5430535878622837,0.35325266333504146,SOEPYBI12A8C13AF79,Alone in Love,0.37952332442218817,2005,155.27138,0.0,0,0.397,-14.98,1,0.492,144.945,71.283,4,0.224,TRANTEO128F429B51B,Lapland
ARHK7A51187FB411D8,90dcf7e4-4df5-44cb-a120-3765db263418,Roy Rogers,40.58751,-122.39293,"Redding, CA",0.5103679324691051,0.40508035332524994,SOUUKDE12AB018956E,Ride Ranger Ride,nan,0,158.01424,0.281,10,0.412,-18.519,1,0.45,152.845,115.319,4,0.0,TRANTRC128F9355329,King Of The Cowboys
ARWBAI21187B991E2E,5247e3c6-2989-46cc-800f-c4f6d39e4b1e,Tommy Sands,41.88415,-87.63241,UK - Northern Ireland,0.4068019969695495,0.29858071751793647,SODEWQE12A8C143E6A,Goin' Steady,nan,0,153.0771,0.0,7,0.508,-6.431,0,0.583,149.571,126.462,1,0.0,TRANTMY128F92D3536,The Very Best Of The 50's - Volume 3
ARAN38V1187FB4C4EE,92e1f515-fc89-4577-9f77-addacdaf7559,The Almost,nan,nan,"Salt Lake City, UT",0.829851316499174,0.5815058026864642,SOPCFDS12AB017E0E5,Books & Books,0.6279299995336325,2009,210.59873,0.0,11,0.505,-4.289,0,0.476,203.79,84.99,4,0.675,TRANTFR128F931C7DA,Monster Monster
ARO7IJV1187FB5BFAD,16012d28-26ec-4f71-9da0-c629a5e9b0f6,Oesch's die Dritten,nan,nan,,0.25725152169122895,0.138461596356064,SOPXOYP12AB01883DE,Die berüehmte drü Wörtli,nan,0,227.05587,0.0,4,0.726,-5.481,1,0.616,219.492,85.347,1,1.0,TRANTAI12903CBA0E5,Winterpracht
AR46CAD1187FB4D84B,149e6720-4e4a-41a4-afca-6d29083fc091,Bad Religion,34.05349,-118.24532,"Los Angeles, Ca",0.858677441848304,0.618219159411858,SOVBYCN12A8C13AABC,Fertile Crescent (bonus track),0.4072330149011048,1992,138.52689,0.136,8,0.0,-3.376,1,0.183,131.628,139.755,1,0.0,TRANTOT128F428ACD8,Generator
ARY8LJ11187FB4019B,a7921b29-671a-4378-8a61-539cf73d7588,Floyd Cramer,37.59791,69.86799,"Samti, LA",0.6477690631022126,0.4088617195261995,SOUAUZJ12A8C137CDA,Stood Up,0.5375039041917102,1979,125.85751,0.311,2,0.055,-19.115,1,0.235,115.63,104.793,1,0.0,TRANTCK128F428AC39,The Essential Floyd Cramer
ARA7EEC1187FB4C392,4c3017e5-16d2-4a59-9bfb-5ceb31dbaece,Snowgoons,49.01037,8.4092,"Karlsruhe, Germany",0.6495831072184148,0.4613458520163567,SOGYEFP12AF729F8DF,Platoon Goons,nan,2009,257.25342,0.078,8,0.381,-5.191,1,0.414,244.007,97.454,4,1.0,TRANRYP128F9326AF9,A Fist In The Thought
AROY0LJ1187B99654D,60bb6dec-bbb0-4e68-b503-1786e92bd66c,Kol Simcha,nan,nan,,0.32220706624961076,0.2887315999642018,SOQXSVW12A58A7A419,Nigun,0.21204540548371908,0,164.64934,0.183,7,0.398,-20.327,0,0.489,150.825,109.265,1,0.0,TRANRZC128F92F3A15,Voice Of Joy
ARIZODP1187B9AD272,4ef7a9e2-2cf5-483a-8616-ef7791a98026,Bryan Ferry,54.89814,-1.53179,"Washington, England",0.6948025197816848,0.5618305379392137,SOZQJSC12A58A7F42F,Going Down,0.2622647418996766,2002,188.18567,0.163,7,0.0,-10.096,1,0.057,176.93,105.361,5,0.0,TRANRGP128F1465737,Frantic
ARZBYDY1187FB46DD7,5cad62bb-d08e-4ed7-9b22-7c2026587fc4,Cali,42.54843,2.38596,Vernet les Bains,0.6168845440365633,0.34384449941445117,SOCIUEE12A6D4F95D1,Dolorosa (Live),0.0,2006,339.80036,0.0,5,0.418,-6.871,0,0.455,336.184,160.126,1,0.0,TRANRYX128F1488B7F,Le Bordel Magnifique
AR4BDNG1187FB44870,96b1d906-0fda-406d-beb6-19c6758998df,Robert Palmer,nan,nan,"Batley, England",0.7555663977335099,0.464186401696097,SOFLKHX12A6701C32A,Looking For Clues,0.7514366173047674,1980,299.78077,0.316,2,0.538,-11.514,0,0.56,283.655,141.674,4,0.417,TRANRFB128F1481F1E,Gold
ARZTSYB1187FB54987,e3cb4543-210f-499a-b0d1-3882c312dfb9,Rainbow,nan,nan,,0.7006355277956989,0.5115461837748246,SOWQVVZ12A58A7B65C,Still I'm Sad,0.40148671142756037,1975,663.24853,0.0,11,0.547,-10.178,0,0.617,647.541,162.384,4,0.061,TRANRDW128E0793D49,On Stage
ARGYHUI1187B9AC2A5,fca2e3b9-d29c-4b41-bde9-0ea5fd279843,Hanoi Rocks,nan,nan,,0.6876944572284418,0.4416434048199295,SOILZTW12A8C1438A1,Walkin' Away,0.5503263361932494,2007,236.35546,0.078,11,0.018,-5.628,0,0.3,226.151,102.99,4,0.434,TRANRKN128F93127BB,Street Poetry
AR8TCLH1187B9A85E4,806b793c-fb2c-401e-be44-f753c0ea2f15,Piero Umiliani,nan,nan,"Firenze, Italy",0.5888118808171499,0.3825457946011871,SOASNLL12AB018129B,Questo sporco mondo meraviglioso,nan,0,158.51057,0.0,6,0.51,-11.443,1,0.625,154.459,104.263,1,0.0,TRANRGM128F932C303,Questo sporco mondo meraviglioso
ARCCRTI11F4C845308,,White Heart,nan,nan,,0.47736475248353516,0.33750728916593725,SOLOLMU12A8C133FBB,Let The Kingdom Come (Freedom Album Version),0.2814663219423595,0,301.81832,11.175,7,0.401,-12.245,1,0.101,289.46,86.096,4,0.293,TRANRWD128F4258B89,Freedom
AR78ZID1187B9B31ED,85fcc6c7-4b54-40dd-bd0e-0df68309acea,Mikey Dread,18.11526,-77.27348,Jamaica,0.5856831498303938,0.3604457658067229,SOAYEQY12A8C140810,Have you got a Minute to spare,0.26695518627553855,0,251.14077,0.618,8,0.308,-10.099,1,0.479,239.613,158.813,4,0.0,TRANRLO128F92F3BE9,Pave the Way
AR9JLBU1187B9AAEC4,aab7a1d7-5461-4874-8162-bc127b91da59,Danny Williams,-33.96243,25.62326,"Port Elizabeth, South Africa",0.5116634453722071,0.40977899776259186,SOCDLSK12AB018168E,Stay Awhile,0.0,0,200.82893,0.984,2,0.614,-16.389,1,0.64,188.79,143.467,7,0.588,TRANRGH128F930779A,The Gentle Touch
ARS8KBY1187FB4BC7E,9034f787-3e79-44fe-89c1-8a082d556eec,Kurupt,39.95227,-75.16237,"Philadelphia, PA",0.6328520165748289,0.41179782681526267,SORQTDS12AB0186ED3,Girls All Pause,0.7626468153002856,1999,207.98649,0.0,1,0.707,-7.804,0,0.622,207.986,103.596,5,1.0,TRANREH128F93462CF,Tha Streetz Iz A Mutha
ARYQ8281187FB58C34,e2f5e854-c857-4480-b678-ebce73c12ae6,Royal S,47.49852,8.73299,"Winterthur, Switzerland",0.49500978750410507,0.38866990102322235,SOJOUBX12AB018A61A,Personne Stop (feat. Nixon),nan,0,285.98812,0.222,10,0.0,-6.313,0,0.249,279.638,184.155,3,1.0,TRANRCQ128F933046C,Attitude Identitaire
ARN5L1O1187FB4D955,5c56a575-f1f4-4290-9f41-d7193c9657c4,Eyes Set to Kill,nan,nan,"Tempe, AZ",0.7898364388222088,0.5649692527979074,SOFQTGN12A8C13E0E8,Liar in the Glass,0.7419137317645699,2006,238.05342,0.131,2,0.762,-3.492,1,0.643,233.674,91.873,4,0.61,TRANRWM128F42873F9,Reach
ARTH9041187FB43E1F,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Eminem,nan,nan,"St. Joseph, MO",0.871010615313384,0.8792367447378946,SOWOYGM12A6D4FB4C1,Paul,nan,1999,13.58322,0.218,3,0.01,-24.997,1,0.201,13.583,120.765,3,0.889,TRANRIK128F148C860,The Marshall Mathers LP
ARA26TC1187B9B8505,7aed4d48-709a-44f3-bdb5-d3e96b89ab12,Bukue One,37.27188,-119.27023,California,0.38849474840551385,0.28255515923160407,SOSWCOP12AB01864AF,Up Close and Personal,nan,0,130.61179,0.119,11,0.127,-11.117,1,0.238,127.042,192.025,7,1.0,TRANROU12903CE0B65,Triathalon
ARCZ20M1187FB49687,810af667-6a1f-40df-87a9-27f726cba4f3,Tony Joe White,32.77942,-91.56123,"Goodwill, LA",0.6247237675785525,0.4035096733630853,SOGXGUK12A6D4FC1B4,A Man Can Only Stand Just So Much Pain (Bonus Track),0.3690536034746921,1970,152.842,3.257,7,0.191,-16.834,1,0.364,146.239,122.236,4,0.463,TRANRXY128F4222CB4,Tony Joe
ARU2JAB1187FB50C72,ea7e2bb8-bfb5-4307-a4c5-68df453de287,David Meece,nan,nan,,0.4704146136831491,0.3102989963854615,SOGYMWC12A6D4FBAF2,This Time (Learning To Trust Album Version),0.0,0,241.76281,0.113,9,0.682,-11.809,1,0.596,228.223,104.56,4,0.823,TRANREH128F14AE5E5,LEARNING TO TRUST
ARDAE2T1187FB50796,0b493605-f767-4d8f-a734-41ace69cd067,Mr. Sancho,nan,nan,,0.5951007522677083,0.345015639014518,SOLNCDE12AC468EC62,Ooh Baby (feat. Lil Bandit & Royal T),0.0,0,215.97995,0.148,2,0.495,-10.373,0,0.47,210.501,167.85,4,0.277,TRANRSN12903D0E6F9,Unreleased Exclusive Tracks
ARN7OQ21187FB5A6B3,c60131ae-9e8f-46a8-a7d2-1393fe48a9d1,Furry Lewis,nan,nan,"Greenwood, MS",0.5725006006819784,0.3680540387507248,SOPIRTQ12A8C131DF9,Everybody's Blues,nan,0,175.5424,1.014,10,0.032,-14.438,1,0.367,168.89,105.715,4,0.0,TRANRYI128F424D3FB,Masters Of Memphis Blues_ CD A
ARBV8MP1187B9B60B1,fe237f43-efbd-4f2c-bfd0-8d73da80cb81,Esa Pakarinen,nan,nan,,0.4131658615193439,0.3228824899542305,SOOAWZF12AB017BE3B,Hengähä tok,nan,1990,200.202,2.781,0,0.574,-14.988,0,0.634,195.75,125.346,4,0.0,TRANRER128F92E3424,Esa Pakarinen
ARGY96L1187FB410ED,58f23499-f263-4772-9b7a-2f6cd2fe428f,Jimmy McGriff,39.95227,-75.16237,"Philadelphia, PA",0.5902437967911479,0.3874232710097214,SOUMZVI12AB018567C,After The Dark,0.0,0,334.18404,0.164,2,0.079,-17.522,0,0.222,319.727,140.085,4,1.0,TRANRGK128F932D48F,Blue To The 'Bone
ARS94L01187B9AD297,da66103a-1307-400d-8261-89d856126867,Nerf Herder,34.41925,-119.69887,"Santa Barbara, CA",0.6401515444659934,0.4429928693851349,SOJQTDA12AB0181540,Pantera Fans In Love,0.5306630301441494,2000,200.04526,0.33,7,0.623,-6.357,1,0.661,187.548,171.833,3,0.675,TRANRTT128F9347342,How To Meet Girls
ARH0Z131187B9B69E9,94ff7d3c-27e1-4628-9b81-477f911295cd,Kool Moe Dee,40.8079,-73.9454,"Harlem, New York, NY",0.5458666086016136,0.3753624343566203,SOAKFMO12AB017DE84,Way Way Back,0.5973390427828504,1987,272.8224,4.447,1,0.341,-11.151,1,0.32,263.065,110.153,4,1.0,TRANHQB128F92E1B21,How Ya Like Me Now
ARP4QQS1187B998E46,e0b7c070-1a3e-48ce-b41e-742d643c112d,Forensics,nan,nan,UK - England - London,0.48019366820011516,0.36394322928777034,SOHZUGI12AB0188802,Crappy Shop (50 Cent Diss Track),0.0,0,381.33506,5.271,11,0.654,-12.995,0,0.57,370.202,96.528,1,0.721,TRANHJZ128F9331A71,Hogback Mountain Sessions - Vol. 1
ARGBGC71187FB3DD0B,4eb42e20-021e-40e3-897c-d0ae81d988fd,DJ Nasty,nan,nan,,0.582365878546936,0.3028554195218622,SOGEIFG12AB018E42D,Southern Fried,nan,0,195.13424,0.253,11,0.0,-15.386,0,0.0,184.552,149.956,4,0.787,TRANHQT12903CCF704,Tha Remixes Vol. 3
ARGP3GD1187B999801,948b0451-cdcd-4037-897f-8f6130765b6b,Tony Martin,37.80506,-122.27302,"Oakland, CA",0.5199396853210472,0.35021816030205055,SODHTHF12AB0184F53,Ebb Tide,nan,0,216.24118,0.182,7,0.044,-26.928,0,0.27,199.227,80.609,1,0.0,TRANHMQ12903CA12E8,Harbor Lights & Other Favorites (Digitally Remastered)
ARDDWUI1187FB379F7,d3ff3c70-c897-433d-899c-b838670fcb12,Amoral,60.17116,24.93258,"Helsinki, Finland",0.6182847302514278,0.4142756816409491,SOAEHWD12A58A7E36C,Metamorphosis,0.4574471670851005,2001,306.38975,0.0,7,0.0,-5.306,1,0.37,302.08,129.962,4,0.0,TRANHMJ128F9330B50,Wound Creations
AR9AN471187B99E0DA,60c97d6c-f291-48ef-a1c2-c9c0fbda1ab6,Scott Wesley Brown,33.74831,-84.39111,Atlanta Georgia USA,0.4973075122753628,0.34240639110484233,SOWHFID12A8C133F6B,This Little Child (Brown),nan,0,350.11873,0.0,10,0.834,-14.696,1,0.712,333.955,111.915,4,0.98,TRANHCG128F4258B6D,Sparrow Double Play
ARFCUN31187B9AD578,b071f9fa-14b0-4217-8e97-eb41da73f598,The Rolling Stones,51.50632,-0.12714,"London, England",0.8148296561331122,0.7357656929506414,SOIJYGX12AB0185610,Fortune Teller,nan,1963,116.92363,0.0,2,0.45,-6.999,1,0.211,116.924,173.845,1,0.0,TRANHKC128F9309BF4,Got Live if you want it!
AR05VW21187FB407B4,72402b72-3c5d-43ee-ba41-5affbdef9bad,Fudge Tunnel,52.94922,-1.14392,Nottingham,0.5266460549313882,0.3523420130063612,SOWIEEH12AC468C6C1,Spanish Fly,nan,1991,325.72036,0.348,4,0.488,-13.702,0,0.482,318.781,140.638,3,0.647,TRANHQG12903CF5C15,Hate Songs in E Minor
ARVNGA71187FB3C107,406552d4-5ba1-4226-b7c0-367bc50fc767,Faith Hill,nan,nan,"Jackson, MS",0.643544997241215,0.6701061728368459,SOBVERW12AAF3B56C0,Silent Night_ Holy Night! (Album Version),0.637148190775511,2008,189.67465,0.148,6,0.306,-16.402,1,0.68,181.04,37.656,4,0.0,TRANHJV128F92D819D,Joy To The World
ARS54I31187FB46721,20244d07-534f-4eff-b4d4-930878889970,Taylor Swift,nan,nan,"Wyomissing, PA",0.8897492196471154,0.9224124433658125,SOTNWCI12AAF3B2028,The Way I Loved You,0.8538288927988172,2008,245.36771,2.101,5,0.989,-4.536,1,0.676,234.185,160.786,4,0.335,TRANHYE128F92DE232,Fearless
AR0693R1187FB59D32,783b9eec-e8d2-48b7-b41f-ba1a1d3e155f,Dusminguet,nan,nan,,0.5467887166543237,0.37082898997298236,SOKWAIM12A8C137350,Africa,0.349166902124596,1998,173.97506,0.229,7,0.064,-9.688,1,0.413,168.786,106.073,4,1.0,TRANHRS128F426B925,Vafalungo
AROLZEM1187B9A805E,9653afd0-27af-40ff-ad60-caf1b79b18c5,Ashes to Ashes,64.55653,12.66538,NORWAY,0.566157341575077,0.3588450251644818,SOPYTTP12A81C22D88,Pass The Earplugs,nan,0,215.40526,0.218,1,0.72,-6.125,1,0.695,210.257,110.005,4,0.271,TRANHEK128F4230E25,Plaything
ARJMUEZ1187B98D16E,4eeef72c-42d3-4c61-a4a2-3613a8c3b00b,Danger Danger,nan,nan,"Queens, NY",0.6207174030191523,0.4661582802252091,SOIIQRB12A8C1349E9,Rock America,0.7729066963364655,1989,292.85832,0.09,4,0.57,-7.866,1,0.541,271.139,164.171,4,0.873,TRANBMY128F426416A,Danger Danger
ARQMYTM1187FB4678C,f0b3af36-a38b-4e5e-bf9a-d25ae11ca741,Josh White,36.06899,-79.7947,"Greensboro, NC",0.4905864018711718,0.35102262079534835,SOCKHZY12A8C142F79,My Soul Is Gonna Live With God,nan,0,181.49832,0.386,8,0.785,-18.449,1,0.698,175.09,133.972,1,0.0,TRANBWB128F429FB03,Josh White Vol. 3 1935-1940
AR2FJV21187B98EBE3,e6aa03cb-8dde-49bf-84e5-24816f1e8821,Legacy Five,35.83073,-85.97874,Tennessee,0.4882373664134809,0.36735534360917704,SOHEQWN12AB0183127,Wy Wouldn't I,nan,0,168.12363,0.573,8,0.642,-10.088,1,0.684,162.894,156.131,4,0.076,TRANBNU12903CA02FA,Live At Oaktree
ARC2HVM1187B98CE05,7faf90ae-4427-4be4-8f67-1278ef8c552f,Clay Crosse,nan,nan,Tennessee,0.5656047524705251,0.41401129463239794,SOEKGVX12AC39275FD,Givin' My Love,0.26586104921065007,0,256.33914,0.0,3,0.223,-9.817,1,0.358,247.943,143.245,3,0.774,TRANBRL12903CED03D,Time To Believe
ARTWYHK1187FB568B8,10e8fbb6-f126-4369-81c9-728329a75b06,José Roberto Bertrami,nan,nan,,0.4114072705319423,0.3151677119219265,SOCYSYD12AAF3B2F7B,Sheds And Weeds (Barracos E Arbustos),nan,0,204.87791,0.432,7,0.447,-15.439,0,0.098,192.418,103.277,1,0.0,TRANBWC128F92E240A,Blue Wave/Dreams Are Real
ARJ7KF01187B98D717,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Coldplay,nan,nan,,0.8650215114996607,0.9160532282837347,SOUCKDH12A8C138FF5,Don't Panic,0.7819321705817204,1999,139.12771,2.247,0,0.428,-8.501,1,0.445,130.026,122.291,4,1.0,TRANBUW128F933C645,Don't Panic
ARFEV5S1187B99F2EA,585a9c75-dcca-4019-97df-899921f841f9,Aeoliah,56.95468,-98.30897,Canada,0.5493956187351183,0.3794085347618864,SONCRFH12A8AE495EF,The Passion (Regular),0.37598430150044215,0,262.53016,0.903,5,0.265,-26.236,1,0.381,252.041,99.21,5,0.781,TRANIJF128F422E570,Angels Of The Heart
AR3THYK1187B999F1F,286ec4c2-b5ca-4f85-b331-280a6d73dd14,João Gilberto,nan,nan,,0.6451923387467661,0.47122432991900803,SOHBPQS12A58A7A631,Eu E Meu Coracao,0.5317220984213001,1991,312.05832,1.17,2,0.099,-22.083,1,0.175,303.624,55.596,4,0.0,TRANIWM128F1495AB7,Joao
ARXFQDY1187B9AAF1E,f0226ffb-5d61-43f7-b77f-59131f89fba0,Miguel Gallardo,nan,nan,,0.4587120897603369,0.33510142487208283,SOHCGGR12A58A78585,Dedicado,0.26586104921065007,0,227.60444,0.394,10,0.522,-10.369,1,0.442,207.128,108.789,4,0.364,TRANINJ128F93480C6,Canciones De Amor De Miguel Gallardo
AR557N41187FB3E67F,0f6df3f2-01f5-4d9a-a047-a76c907d7b66,Swallow The Sun,62.24049,25.75129,"Jyväskylä, Finland",0.6525086437067091,0.49381442969643147,SOPNFYY12AB01828D4,...and Heavens Cried Blood,0.6493981130367088,2009,377.75628,0.136,0,0.495,-6.317,0,0.524,337.711,71.758,4,0.85,TRANIUS12903D00EC7,New Moon
ARTE3P61187B9A709D,878fb667-b443-4ddf-b7dc-130824b736aa,Roger Williams,41.26069,-95.93995,"Omaha, NE",0.4998810748804663,0.4179822750090275,SOKWEYI12AB018B712,The High and The Mighty,nan,0,161.95873,0.247,10,0.347,-21.186,1,0.491,153.304,86.721,4,0.603,TRANIAH12903CA9482,Till
ARHWVGW1187FB41479,20dcf3aa-c313-4f24-acd4-461327a76a73,The Paul Butterfield Blues Band,nan,nan,,0.5559041225130544,0.3954788611599233,SOIDKSM12A8C13C275,All In A Day (Live @ The Troubadour_ LosAngeles),0.254463665642525,0,490.84036,0.0,5,0.021,-9.839,0,0.284,483.677,200.105,7,0.488,TRANIHL128F42970BD,The Paul Butterfield Blues Band Live
AR4PQ891187FB5CA9F,6784ee31-6d79-4a37-9e1f-01d6ef31940e,Dionne Warwick,40.76099,-74.20991,"East Orange, NJ",0.6479336219623286,0.480575192777303,SOIASMV12AB0182DC0,Just One Of Those Things,0.37952332442218817,0,210.96444,0.348,7,0.308,-13.765,1,0.393,203.552,101.421,3,0.834,TRANIPA128F93151A2,Sings Cole Porter
ARL5BEN1187B98E4D9,07b5e94b-95ac-467d-80e0-a691c709dd11,Jah Cure,nan,nan,"Montego Bay, Jamaica",0.7072047439332318,0.5196368555463167,SOJVPKL12AB018E875,To Your Arms of Love,nan,2007,210.85995,0.0,8,0.156,-3.362,1,0.378,204.841,168.979,4,0.186,TRANIUD12903CCE692,The Ultimate Reggae Dancehall X-Perience 2008
ART4QZC1187FB51612,6be2828f-6c0d-4059-99d4-fa18acf1a296,Janet Jackson,nan,nan,Los Angeles &amp; New York,0.8038368259781824,0.5825753395977107,SOFHYZU12CF530E59B,Again,nan,1993,227.082,0.178,0,0.647,-10.252,1,0.829,219.208,129.542,4,0.0,TRANIVG128F1484DED,Janet
ARFSPOV1187B9B2363,28cbf94d-0700-4095-a188-37e373b069a7,Basement Jaxx,nan,nan,"London, England",0.8036192618435595,0.5312132868052581,SOYXOJV12AB017FC27,Twerk (feat. Yo Majesty),0.637592628509215,2009,210.20689,0.0,0,0.682,-5.2,1,0.402,203.976,85.332,5,0.512,TRANIZO128F9335764,Scars
ARWVMJA1187B98AA6E,7c4fa39a-493c-4675-a37b-5cfdb1f58950,Nancy Walker,37.27188,-119.27023,California,0.4001520968206114,0.16004853486477877,SOLEIOS12AB018372B,Ya Got Me,nan,0,162.79465,0.281,0,0.007,-14.12,1,0.261,160.52,75.77,5,0.404,TRANIFM128F931C027,Wonderful Town
ARGP3GD1187B999801,948b0451-cdcd-4037-897f-8f6130765b6b,Tony Martin,37.80506,-122.27302,"Oakland, CA",0.5199396853210472,0.35021816030205055,SOMMAMA12A8C13F9E7,Where in the World,0.0,0,192.54812,0.247,3,0.699,-16.643,0,0.597,185.185,66.568,3,0.724,TRANIJG128F92EFC9B,How Can it Be Told
AREWQSE1187B9AEC6C,4f91f760-85f6-4603-9b60-15789000e256,The Jackson Southernaires,32.58507,-89.87374,Mississippi,0.32300899095323227,0.31143764032728327,SODJKTV12A8C137456,Keep On Doing What I'm Doing,nan,0,193.25342,0.315,7,0.427,-11.703,1,0.385,182.102,115.262,3,0.265,TRANIQV128F425423F,All God's Children
ARMI8BW1187FB57B2E,98b67ebc-5606-4cdb-9787-47b12cceb101,Kiss,nan,nan,"New York, NY",0.589763812044369,0.5867299132778079,SOUTCRW12A8C13D937,Domino,0.6320809374994478,0,240.45669,0.0,2,0.021,-8.471,1,0.206,240.457,91.413,1,0.94,TRANIJQ128F4298A10,Revenge
ARABS971187B9A8509,550b5eea-4202-4037-9fae-66fc7ae77340,France D' Amour,nan,nan,,0.47543077393560673,0.30557927835168064,SOQOSFA12AC960D97D,Je n'irai pas ailleurs,nan,0,229.79873,0.345,3,0.534,-4.858,0,0.6,224.595,95.068,4,1.0,TRANIBF12903CFA420,Le Présent
ARRA2F91187B9B4061,7463fbd2-60fb-471a-a5cd-d42b75d72dad,Bare Jr.,nan,nan,,0.5393805902106864,0.3605835821516753,SOMNCXX12A8C130C46,Tobacco Spit,0.3347065490692206,1998,230.05995,2.902,7,0.163,-7.837,1,0.554,221.855,91.973,4,0.79,TRANIWL128F4262AB0,Boo-Tay
ARHCERP1187B9912A5,2fa7f0b7-2686-4e80-a75a-762f65ba9fe2,Glen Washington,nan,nan,,0.5127402263276489,0.301246881415998,SOJOGRW12AB0183B0C,Love the One You're With,nan,0,203.75465,0.316,1,0.064,-11.97,0,0.476,192.006,158.242,4,1.0,TRANIMO12903CA55C7,Glen Washington & Friends
ARBZHTB1187FB3A725,36bb2418-3fa0-40c6-8805-a15498aec764,Aaron Watson,nan,nan,,0.658016591872584,0.4724954766649901,SONPKQG12A8C145AE2,Sweet Contradiction,0.2461013887995985,2008,257.35791,0.346,9,0.483,-9.249,1,0.56,245.923,124.15,3,0.498,TRANXZM128F92D58DF,Angels & Outlaws
ARMSW7X1187FB5B504,fe44e194-1933-4ee8-a54a-5b92b21dc7a2,Dave Eggar,34.05349,-118.24532,California - LA,0.45036126087745676,0.375941201417008,SOUSXRA12A8AE490AC,Sorrow's Call,0.2538347361322313,1998,240.09098,0.304,8,0.317,-27.845,1,0.638,223.829,97.243,4,0.054,TRANXZZ128F4230613,Music For The Spirit Volume 3
ARUJSSR1241B9CAF37,,MyKungFu,nan,nan,,0.46705296641528454,0.36877225260378566,SOAEYFM12AC3DF51A2,Hesitate,nan,0,209.57995,0.0,1,0.411,-7.83,1,0.498,205.038,110.644,3,0.771,TRANXLY12903CE297D,Hesitate
AR2HXXS1187B9AF3E2,f9776598-2689-41db-98d3-829f5510021c,Jesus Jones,nan,nan,,0.592472072955975,0.42062740133562165,SOIJWMK12AC9073334,Real_ Real_ Real (BBC In Concert),nan,0,192.62649,0.0,7,0.951,-9.728,1,0.785,192.626,114.995,4,0.907,TRANXOS12903CFAC35,BBC In Concert (19th January 1991)
ARBEOHF1187B9B044D,79239441-bfd5-4981-a70c-55c3f15c1287,Madonna,nan,nan,"Bay City, MI",0.9158232530331046,0.6655766191588914,SOPPCXM12A6D4F66BC,Vogue [Live],0.5287824809425877,2006,330.94485,0.0,6,0.291,-5.407,0,0.349,330.945,116.169,4,0.493,TRANXHZ128F148D4DB,I'm Going To Tell You A Secret
ARRH2S81187B98C8AA,fb7659b2-5ceb-45ac-be95-b0c1f832caec,Bongzilla,43.07295,-89.38669,"Madison, Wisconsin",0.5744007886920006,0.4460715844124553,SOGXKPF12A582916B9,666lb. Bongsession,nan,2002,475.11465,0.171,4,0.9,-6.499,1,0.486,470.912,89.997,3,0.895,TRANXBO128F428CB28,Gateway
AR3Q3QT1187FB396E7,cc253e41-2b61-4853-aea2-cf5633645205,Sanna Nielsen,62.19845,17.55142,Sweden,0.5082188855205949,0.401734985587447,SOXJRPT12A8C13D0FD,Då är det jul,nan,0,200.30649,0.338,5,0.738,-13.308,1,0.729,191.396,80.981,4,0.418,TRANXPU128F428CE4A,Sanna Nielsen - Min önskejul 2001
ARW1DZQ1187B9A18E0,bba868d4-974d-4b3b-a09f-ceef888da5b8,Vusi Mahlasela,nan,nan,,0.5941966198984382,0.3759146875867051,SOKBKBA12A8C13338A,Our Sand,0.26586104921065007,0,358.71302,0.513,9,0.397,-8.178,1,0.309,349.141,190.019,5,0.567,TRANXIR128F4255298,Guiding Star (Naledi Ya Tsela)
AR59GUH1187FB4DF84,77c415f2-9f28-421f-a850-5ac10068ae67,Scissors for Sparrow,nan,nan,,0.4177508920815256,0.22737491606771773,SOPEDTR12AB0185B7A,Top of the Hill_ Bottom of the Valley...Uhh!,nan,0,225.27955,0.289,5,0.276,-14.056,1,0.462,212.985,120.958,4,0.315,TRANXGD12903CADC23,Oh...Hello!
ARMFGS71187B98ED03,b8282669-ab13-40c2-a01e-acbb9cf64981,Liquid Soul,nan,nan,,0.6290082258599237,0.3619179264135601,SOBEYDE12A8C141417,Dysfunction,0.5363780228724114,2000,285.28281,0.282,10,0.467,-9.154,0,0.485,276.126,183.836,4,0.0,TRANXOR128F930CE22,Here's The Deal
ARNBV1X1187B996249,dd4586a0-ee49-4616-8a69-1916cd6d5923,Alex,nan,nan,,0.6402875568801327,0.4321725641468849,SOCVDDL12A6D4F9A6C,What If,0.0,0,250.69669,0.0,2,0.264,-7.41,1,0.387,228.368,147.871,4,0.807,TRANXKN128F1485A3F,Thirteen
